Age,Weight (kg),Height (cm),Gender,BMI,Meal Plan,Exercise Routine
26,86.9,155,Male,36.2,Low Calorie,Strength Training
30,57.6,173,Female,19.2,Balanced,Yoga
20,83.3,182,Female,25.1,Low Carb,Strength Training
38,51.9,193,Female,13.9,High Protein,Yoga
64,97.5,179,Female,30.4,Low Calorie,Yoga
47,73.1,193,Female,19.6,Balanced,Yoga
40,92.8,188,Other,26.3,Low Carb,Cardio
29,68.3,177,Female,21.8,Balanced,Cardio
64,71.5,168,Female,25.3,Low Carb,Yoga
37,79.0,185,Other,23.1,Balanced,Yoga
46,98.3,195,Other,25.9,Low Carb,Cardio
33,61.8,159,Female,24.4,Balanced,Yoga
26,58.0,155,Other,24.1,Balanced,Cardio
20,90.2,184,Other,26.6,Low Carb,Cardio
52,87.0,177,Other,27.8,Low Carb,Low Impact Exercise
52,95.2,175,Male,31.1,Low Calorie,Yoga
34,95.4,162,Female,36.4,Low Calorie,Cardio
45,81.5,199,Other,20.6,Balanced,Cardio
20,95.0,188,Female,26.9,Low Carb,Cardio
39,77.5,154,Female,32.7,Low Calorie,Yoga
27,56.1,168,Other,19.9,Balanced,Strength Training
58,81.3,168,Other,28.8,Low Carb,Low Impact Exercise
57,91.1,185,Female,26.6,Low Carb,Yoga
33,73.8,171,Male,25.2,Low Carb,Yoga
59,72.6,197,Female,18.7,Balanced,Yoga
52,75.3,181,Other,23.0,Balanced,Yoga
33,82.6,182,Female,24.9,Low Calorie,Yoga
64,74.3,171,Male,25.4,Low Carb,Low Impact Exercise
46,91.0,195,Male,23.9,Balanced,Yoga
46,63.0,198,Other,16.1,High Protein,Yoga
31,71.0,175,Male,23.2,Balanced,Cardio
49,66.8,158,Female,26.8,Low Carb,Cardio
64,80.3,170,Female,27.8,Low Carb,Low Impact Exercise
25,85.6,184,Female,25.3,Low Carb,Strength Training
35,77.9,150,Male,34.6,Low Calorie,Yoga
40,51.0,153,Female,21.8,Balanced,Yoga
64,83.8,169,Male,29.3,Low Carb,Low Impact Exercise
39,72.0,188,Male,20.4,Balanced,Yoga
40,75.3,194,Female,20.0,Balanced,Yoga
22,92.2,188,Male,26.1,Low Carb,Cardio
64,98.3,178,Male,31.0,Low Calorie,Low Impact Exercise
55,67.6,192,Female,18.3,High Protein,Low Impact Exercise
59,70.0,185,Male,20.5,Balanced,Yoga
18,51.3,168,Female,18.2,High Protein,Strength Training
25,82.4,180,Female,25.4,Low Carb,Strength Training
48,88.5,183,Female,26.4,Low Carb,Yoga
36,94.3,166,Male,34.2,Low Calorie,Yoga
62,61.9,167,Male,22.2,Balanced,Yoga
35,56.0,177,Male,17.9,High Protein,Yoga
34,98.7,184,Other,29.2,Low Carb,Yoga
18,57.0,186,Male,16.5,High Protein,Strength Training
50,93.7,172,Other,31.7,Low Calorie,Low Impact Exercise
19,86.4,170,Female,29.9,Low Calorie,Strength Training
54,76.2,188,Male,21.6,Balanced,Yoga
22,69.0,162,Male,26.3,Low Carb,Strength Training
53,58.1,161,Other,22.4,Balanced,Low Impact Exercise
35,50.7,173,Female,16.9,High Protein,Cardio
54,77.9,183,Female,23.3,Balanced,Yoga
34,96.9,198,Female,24.7,Balanced,Yoga
33,82.3,175,Other,26.9,Low Carb,Yoga
36,62.6,193,Male,16.8,High Protein,Cardio
64,56.5,176,Female,18.2,High Protein,Low Impact Exercise
46,59.6,188,Male,16.9,High Protein,Yoga
27,81.9,173,Female,27.4,Low Carb,Strength Training
28,59.7,156,Female,24.5,Balanced,Strength Training
48,72.1,158,Other,28.9,Low Carb,Yoga
45,66.3,183,Other,19.8,Balanced,Cardio
63,84.7,189,Male,23.7,Balanced,Yoga
32,63.4,173,Female,21.2,Balanced,Cardio
20,99.1,178,Other,31.3,Low Calorie,Strength Training
31,69.3,153,Female,29.6,Low Carb,Yoga
57,92.8,184,Female,27.4,Low Carb,Yoga
28,50.8,176,Female,16.4,High Protein,Cardio
23,63.0,169,Other,22.1,Balanced,Cardio
41,72.6,191,Female,19.9,Balanced,Cardio
53,96.1,159,Male,38.0,Low Calorie,Low Impact Exercise
18,64.6,198,Female,16.5,High Protein,Cardio
50,63.4,155,Male,26.4,Low Carb,Low Impact Exercise
52,92.1,180,Other,28.4,Low Carb,Yoga
62,91.4,189,Female,25.6,Low Carb,Yoga
47,90.6,159,Male,35.8,Low Calorie,Yoga
31,74.8,192,Female,20.3,Balanced,Yoga
58,99.6,160,Female,38.9,Low Calorie,Yoga
59,62.6,200,Female,15.7,High Protein,Low Impact Exercise
55,58.4,166,Female,21.2,Balanced,Yoga
38,55.6,171,Female,19.0,Balanced,Cardio
30,62.8,153,Other,26.8,Low Carb,Yoga
36,79.8,193,Female,21.4,Balanced,Cardio
19,88.4,172,Other,29.9,Low Calorie,Cardio
30,76.3,154,Other,32.2,Low Calorie,Cardio
55,78.1,176,Female,25.2,Low Carb,Low Impact Exercise
27,76.7,152,Female,33.2,Low Calorie,Cardio
39,86.7,198,Other,22.1,Balanced,Cardio
60,79.0,191,Other,21.7,Balanced,Low Impact Exercise
57,91.4,181,Female,27.9,Low Carb,Low Impact Exercise
49,57.4,187,Male,16.4,High Protein,Cardio
51,75.6,174,Female,25.0,Low Carb,Low Impact Exercise
39,89.1,182,Female,26.9,Low Carb,Yoga
35,53.4,173,Other,17.8,High Protein,Yoga
30,62.4,178,Female,19.7,Balanced,Yoga
45,63.6,193,Male,17.1,High Protein,Cardio
23,88.5,181,Male,27.0,Low Carb,Cardio
28,95.0,181,Female,29.0,Low Carb,Strength Training
31,66.9,167,Female,24.0,Balanced,Cardio
39,81.9,153,Other,35.0,Low Calorie,Yoga
19,51.3,200,Male,12.8,High Protein,Strength Training
21,96.6,161,Other,37.3,Low Calorie,Cardio
55,80.3,169,Other,28.1,Low Carb,Low Impact Exercise
29,56.9,198,Male,14.5,High Protein,Strength Training
44,80.0,164,Other,29.7,Low Carb,Yoga
61,68.1,195,Female,17.9,High Protein,Low Impact Exercise
42,62.9,190,Female,17.4,High Protein,Cardio
64,83.3,152,Male,36.1,Low Calorie,Yoga
56,92.0,154,Male,38.8,Low Calorie,Yoga
27,74.7,153,Female,31.9,Low Calorie,Cardio
56,66.9,169,Other,23.4,Balanced,Yoga
64,63.4,150,Male,28.2,Low Carb,Yoga
48,70.2,151,Male,30.8,Low Calorie,Cardio
19,60.2,188,Other,17.0,High Protein,Cardio
21,92.0,159,Male,36.4,Low Calorie,Strength Training
42,61.7,153,Other,26.4,Low Carb,Yoga
26,82.5,195,Other,21.7,Balanced,Cardio
22,72.3,200,Male,18.1,High Protein,Cardio
41,91.7,172,Female,31.0,Low Calorie,Yoga
34,95.7,195,Male,25.2,Low Carb,Cardio
63,80.3,183,Male,24.0,Balanced,Low Impact Exercise
32,74.9,170,Other,25.9,Low Carb,Cardio
57,59.6,151,Female,26.1,Low Carb,Low Impact Exercise
63,66.8,180,Other,20.6,Balanced,Yoga
32,65.2,174,Other,21.5,Balanced,Yoga
48,93.6,178,Female,29.5,Low Carb,Yoga
55,52.2,173,Male,17.4,High Protein,Low Impact Exercise
28,65.6,181,Female,20.0,Balanced,Strength Training
33,69.4,177,Female,22.2,Balanced,Yoga
37,73.6,166,Other,26.7,Low Carb,Yoga
62,78.0,175,Other,25.5,Low Carb,Low Impact Exercise
61,53.1,198,Male,13.5,High Protein,Yoga
31,87.8,189,Male,24.6,Balanced,Cardio
19,97.2,172,Female,32.9,Low Calorie,Strength Training
60,97.7,198,Other,24.9,Low Calorie,Low Impact Exercise
37,78.0,189,Male,21.8,Balanced,Yoga
63,87.8,161,Female,33.9,Low Calorie,Yoga
60,53.3,169,Male,18.7,Balanced,Yoga
57,71.0,160,Other,27.7,Low Carb,Low Impact Exercise
54,74.0,153,Male,31.6,Low Calorie,Low Impact Exercise
20,71.5,152,Male,30.9,Low Calorie,Strength Training
58,99.5,184,Other,29.4,Low Carb,Low Impact Exercise
63,90.2,153,Other,38.5,Low Calorie,Yoga
19,50.1,154,Female,21.1,Balanced,Strength Training
50,73.6,177,Other,23.5,Balanced,Low Impact Exercise
36,65.1,155,Male,27.1,Low Carb,Cardio
35,79.2,187,Male,22.6,Balanced,Cardio
63,97.0,163,Female,36.5,Low Calorie,Yoga
57,65.7,179,Female,20.5,Balanced,Yoga
26,91.2,167,Female,32.7,Low Calorie,Strength Training
31,59.3,191,Other,16.3,High Protein,Yoga
46,84.8,165,Female,31.1,Low Calorie,Cardio
42,52.7,172,Female,17.8,High Protein,Cardio
26,73.8,176,Male,23.8,Balanced,Strength Training
20,86.6,155,Female,36.0,Low Calorie,Cardio
55,75.1,159,Male,29.7,Low Carb,Yoga
46,92.6,157,Female,37.6,Low Calorie,Cardio
59,63.3,153,Male,27.0,Low Carb,Low Impact Exercise
47,98.4,187,Female,28.1,Low Carb,Cardio
33,88.2,194,Male,23.4,Balanced,Cardio
26,65.2,152,Other,28.2,Low Carb,Cardio
46,88.7,173,Female,29.6,Low Carb,Cardio
53,98.4,187,Other,28.1,Low Carb,Low Impact Exercise
24,77.5,169,Female,27.1,Low Carb,Strength Training
54,75.3,179,Female,23.5,Balanced,Yoga
27,81.1,197,Other,20.9,Balanced,Strength Training
20,83.7,183,Female,25.0,Low Carb,Strength Training
50,77.7,185,Male,22.7,Balanced,Yoga
62,53.3,152,Female,23.1,Balanced,Low Impact Exercise
43,94.9,195,Other,25.0,Low Carb,Yoga
27,86.1,176,Female,27.8,Low Carb,Strength Training
60,71.5,189,Female,20.0,Balanced,Yoga
24,86.1,160,Other,33.6,Low Calorie,Cardio
56,55.0,155,Male,22.9,Balanced,Yoga
23,92.0,192,Other,25.0,Low Carb,Strength Training
47,55.9,158,Other,22.4,Balanced,Cardio
37,69.6,188,Male,19.7,Balanced,Yoga
36,97.0,169,Female,34.0,Low Calorie,Yoga
48,51.7,190,Female,14.3,High Protein,Cardio
21,79.5,187,Other,22.7,Balanced,Cardio
62,86.1,151,Male,37.8,Low Calorie,Yoga
55,71.0,186,Female,20.5,Balanced,Low Impact Exercise
62,84.3,186,Female,24.4,Balanced,Low Impact Exercise
27,74.3,185,Male,21.7,Balanced,Cardio
44,85.9,169,Male,30.1,Low Calorie,Cardio
41,54.8,160,Female,21.4,Balanced,Cardio
52,60.1,190,Female,16.6,High Protein,Low Impact Exercise
56,53.4,180,Female,16.5,High Protein,Yoga
23,69.8,180,Other,21.5,Balanced,Strength Training
62,59.7,194,Female,15.9,High Protein,Yoga
44,50.8,185,Female,14.8,High Protein,Cardio
32,89.3,165,Male,32.8,Low Calorie,Cardio
42,97.7,198,Female,24.9,Low Calorie,Yoga
50,50.1,200,Other,12.5,High Protein,Low Impact Exercise
55,70.8,187,Female,20.2,Balanced,Yoga
48,74.8,161,Male,28.9,Low Carb,Cardio
22,56.1,176,Other,18.1,High Protein,Strength Training
42,90.5,177,Other,28.9,Low Carb,Cardio
37,50.7,182,Female,15.3,High Protein,Cardio
34,97.9,200,Female,24.5,Balanced,Yoga
33,87.9,173,Other,29.4,Low Carb,Yoga
20,77.9,186,Male,22.5,Balanced,Strength Training
63,52.2,185,Male,15.3,High Protein,Low Impact Exercise
30,80.9,197,Male,20.8,Balanced,Cardio
29,89.0,200,Male,22.2,Balanced,Cardio
36,94.7,164,Male,35.2,Low Calorie,Yoga
33,59.3,189,Male,16.6,High Protein,Yoga
20,54.6,163,Other,20.6,Balanced,Strength Training
45,88.5,168,Female,31.4,Low Calorie,Yoga
22,86.2,179,Male,26.9,Low Carb,Cardio
30,77.0,181,Male,23.5,Balanced,Yoga
25,52.4,152,Other,22.7,Balanced,Strength Training
33,71.5,157,Male,29.0,Low Carb,Cardio
38,76.2,191,Female,20.9,Balanced,Cardio
34,50.7,189,Other,14.2,High Protein,Yoga
40,83.4,181,Other,25.5,Low Carb,Cardio
37,84.5,178,Female,26.7,Low Carb,Yoga
62,77.6,152,Male,33.6,Low Calorie,Low Impact Exercise
56,66.1,185,Female,19.3,Balanced,Yoga
37,70.0,164,Male,26.0,Low Carb,Cardio
48,89.4,166,Male,32.4,Low Calorie,Cardio
62,58.0,180,Other,17.9,High Protein,Yoga
47,91.1,193,Male,24.5,Balanced,Yoga
33,67.6,174,Other,22.3,Balanced,Yoga
34,54.1,152,Male,23.4,Balanced,Yoga
27,53.0,170,Other,18.3,High Protein,Strength Training
22,86.7,164,Male,32.2,Low Calorie,Cardio
22,86.3,151,Female,37.8,Low Calorie,Cardio
62,79.3,156,Male,32.6,Low Calorie,Yoga
49,52.6,165,Female,19.3,Balanced,Yoga
30,74.4,150,Other,33.1,Low Calorie,Yoga
21,61.6,189,Other,17.2,High Protein,Strength Training
39,98.7,193,Female,26.5,Low Carb,Cardio
19,57.7,166,Female,20.9,Balanced,Strength Training
62,79.6,161,Other,30.7,Low Calorie,Yoga
25,69.1,180,Female,21.3,Balanced,Cardio
60,52.4,158,Male,21.0,Balanced,Yoga
61,99.1,180,Male,30.6,Low Calorie,Low Impact Exercise
52,71.9,183,Female,21.5,Balanced,Low Impact Exercise
26,99.8,179,Female,31.1,Low Calorie,Cardio
31,89.3,176,Other,28.8,Low Carb,Cardio
50,55.3,184,Male,16.3,High Protein,Low Impact Exercise
55,59.6,155,Other,24.8,Balanced,Low Impact Exercise
61,93.1,200,Other,23.3,Balanced,Low Impact Exercise
54,50.5,169,Female,17.7,High Protein,Low Impact Exercise
25,97.4,157,Other,39.5,Low Calorie,Cardio
18,93.6,150,Other,41.6,Low Calorie,Cardio
28,53.0,195,Male,13.9,High Protein,Cardio
64,87.2,178,Female,27.5,Low Carb,Yoga
28,66.7,193,Male,17.9,High Protein,Cardio
57,77.3,165,Male,28.4,Low Carb,Low Impact Exercise
61,89.3,165,Female,32.8,Low Calorie,Yoga
36,80.9,191,Female,22.2,Balanced,Yoga
58,91.3,189,Female,25.6,Low Carb,Yoga
56,79.3,170,Female,27.4,Low Carb,Yoga
32,51.1,155,Other,21.3,Balanced,Yoga
32,76.0,174,Female,25.1,Low Carb,Cardio
43,69.8,192,Other,18.9,Balanced,Cardio
33,86.7,166,Female,31.5,Low Calorie,Cardio
62,97.7,165,Male,35.9,Low Calorie,Yoga
44,61.4,163,Male,23.1,Balanced,Cardio
50,72.8,189,Male,20.4,Balanced,Yoga
35,96.6,153,Female,41.3,Low Calorie,Cardio
23,69.8,161,Other,26.9,Low Carb,Cardio
57,79.2,154,Female,33.4,Low Calorie,Low Impact Exercise
37,85.2,186,Other,24.6,Balanced,Cardio
57,99.0,172,Male,33.5,Low Calorie,Low Impact Exercise
50,74.4,151,Female,32.6,Low Calorie,Low Impact Exercise
36,57.8,166,Male,21.0,Balanced,Cardio
42,90.6,159,Female,35.8,Low Calorie,Yoga
33,86.4,181,Male,26.4,Low Carb,Yoga
31,53.0,196,Female,13.8,High Protein,Cardio
49,99.8,187,Female,28.5,Low Carb,Yoga
20,50.6,155,Male,21.1,Balanced,Strength Training
26,66.9,155,Male,27.8,Low Carb,Strength Training
53,82.1,174,Male,27.1,Low Carb,Yoga
53,60.8,184,Female,18.0,High Protein,Yoga
34,86.7,158,Other,34.7,Low Calorie,Yoga
59,68.9,181,Female,21.0,Balanced,Low Impact Exercise
51,73.5,198,Male,18.7,Balanced,Low Impact Exercise
50,65.7,186,Other,19.0,Balanced,Yoga
54,89.4,160,Male,34.9,Low Calorie,Yoga
23,78.4,157,Male,31.8,Low Calorie,Strength Training
49,60.4,185,Female,17.6,High Protein,Cardio
37,53.3,169,Male,18.7,Balanced,Cardio
26,96.8,183,Male,28.9,Low Carb,Cardio
37,82.5,150,Male,36.7,Low Calorie,Yoga
60,82.1,179,Other,25.6,Low Carb,Yoga
20,80.3,187,Female,23.0,Balanced,Strength Training
55,62.7,187,Female,17.9,High Protein,Yoga
27,83.2,179,Male,26.0,Low Carb,Cardio
62,70.7,154,Female,29.8,Low Carb,Low Impact Exercise
52,72.6,186,Female,21.0,Balanced,Yoga
28,92.0,164,Other,34.2,Low Calorie,Strength Training
34,85.9,165,Female,31.6,Low Calorie,Cardio
52,69.1,187,Female,19.8,Balanced,Low Impact Exercise
45,99.6,183,Female,29.7,Low Carb,Cardio
34,94.0,172,Male,31.8,Low Calorie,Yoga
50,75.7,200,Female,18.9,Balanced,Low Impact Exercise
33,89.3,187,Female,25.5,Low Carb,Cardio
55,56.5,192,Male,15.3,High Protein,Yoga
59,95.1,177,Female,30.4,Low Calorie,Yoga
29,78.2,153,Male,33.4,Low Calorie,Cardio
34,52.1,198,Female,13.3,High Protein,Yoga
65,88.1,166,Other,32.0,Low Calorie,Yoga
27,59.4,190,Other,16.5,High Protein,Strength Training
49,69.4,178,Female,21.9,Balanced,Cardio
56,86.0,184,Female,25.4,Low Carb,Yoga
42,80.9,198,Male,20.6,Balanced,Yoga
58,54.7,195,Male,14.4,High Protein,Yoga
32,80.0,182,Male,24.2,Balanced,Yoga
22,92.7,183,Female,27.7,Low Carb,Strength Training
45,84.7,200,Male,21.2,Balanced,Cardio
20,78.9,200,Male,19.7,Balanced,Strength Training
23,94.7,151,Other,41.5,Low Calorie,Strength Training
26,80.4,150,Female,35.7,Low Calorie,Strength Training
51,64.5,166,Male,23.4,Balanced,Low Impact Exercise
43,83.2,181,Male,25.4,Low Carb,Cardio
64,69.1,185,Female,20.2,Balanced,Yoga
58,61.5,192,Other,16.7,High Protein,Low Impact Exercise
33,85.9,172,Female,29.0,Low Carb,Cardio
49,93.4,192,Male,25.3,Low Carb,Cardio
41,59.4,166,Female,21.6,Balanced,Yoga
24,59.7,161,Male,23.0,Balanced,Cardio
28,94.1,150,Male,41.8,Low Calorie,Cardio
46,92.7,165,Male,34.0,Low Calorie,Cardio
65,58.3,153,Female,24.9,Low Calorie,Low Impact Exercise
47,55.7,195,Female,14.6,High Protein,Yoga
60,51.7,165,Other,19.0,Balanced,Low Impact Exercise
22,75.5,200,Male,18.9,Balanced,Strength Training
44,52.9,180,Female,16.3,High Protein,Cardio
50,79.9,198,Female,20.4,Balanced,Yoga
47,70.1,183,Male,20.9,Balanced,Cardio
56,60.4,180,Male,18.6,Balanced,Low Impact Exercise
53,66.7,195,Female,17.5,High Protein,Low Impact Exercise
56,65.0,191,Female,17.8,High Protein,Low Impact Exercise
18,86.0,170,Female,29.8,Low Carb,Cardio
30,70.9,189,Female,19.8,Balanced,Yoga
39,58.1,166,Female,21.1,Balanced,Cardio
65,77.8,184,Other,23.0,Balanced,Low Impact Exercise
23,88.6,166,Female,32.2,Low Calorie,Strength Training
35,97.0,167,Male,34.8,Low Calorie,Cardio
59,82.3,185,Other,24.0,Balanced,Yoga
47,80.0,197,Other,20.6,Balanced,Yoga
55,84.9,166,Other,30.8,Low Calorie,Yoga
64,50.0,164,Other,18.6,Balanced,Low Impact Exercise
65,53.7,193,Other,14.4,High Protein,Yoga
47,96.8,172,Other,32.7,Low Calorie,Cardio
25,78.8,151,Male,34.6,Low Calorie,Cardio
54,99.6,160,Male,38.9,Low Calorie,Low Impact Exercise
25,75.1,166,Other,27.3,Low Carb,Cardio
19,54.8,166,Male,19.9,Balanced,Strength Training
49,83.6,160,Female,32.7,Low Calorie,Cardio
50,80.2,158,Other,32.1,Low Calorie,Low Impact Exercise
32,85.0,187,Other,24.3,Balanced,Cardio
51,99.8,196,Other,26.0,Low Carb,Yoga
29,50.1,192,Female,13.6,High Protein,Cardio
39,85.8,182,Other,25.9,Low Carb,Cardio
53,71.3,198,Male,18.2,High Protein,Low Impact Exercise
43,86.3,178,Other,27.2,Low Carb,Yoga
53,57.3,166,Male,20.8,Balanced,Yoga
34,87.1,187,Male,24.9,Low Calorie,Cardio
57,99.4,167,Other,35.6,Low Calorie,Low Impact Exercise
43,66.6,197,Other,17.2,High Protein,Cardio
25,66.4,175,Other,21.7,Balanced,Strength Training
28,97.9,155,Female,40.7,Low Calorie,Cardio
61,58.8,181,Male,17.9,High Protein,Yoga
41,81.4,186,Female,23.5,Balanced,Cardio
36,80.4,183,Male,24.0,Balanced,Cardio
34,83.0,193,Male,22.3,Balanced,Yoga
23,51.0,152,Other,22.1,Balanced,Strength Training
64,79.7,160,Female,31.1,Low Calorie,Yoga
46,51.1,175,Male,16.7,High Protein,Cardio
27,56.4,175,Male,18.4,High Protein,Strength Training
46,89.4,158,Male,35.8,Low Calorie,Yoga
30,61.2,158,Other,24.5,Balanced,Cardio
60,76.9,200,Other,19.2,Balanced,Low Impact Exercise
46,90.2,194,Other,24.0,Balanced,Yoga
39,66.4,200,Female,16.6,High Protein,Cardio
47,94.2,194,Female,25.0,Low Carb,Yoga
58,77.4,196,Female,20.1,Balanced,Low Impact Exercise
47,69.5,176,Male,22.4,Balanced,Yoga
35,91.0,176,Male,29.4,Low Carb,Cardio
33,89.8,191,Male,24.6,Balanced,Cardio
44,60.1,171,Female,20.6,Balanced,Cardio
59,72.8,171,Female,24.9,Low Calorie,Yoga
33,95.5,199,Male,24.1,Balanced,Cardio
51,54.0,168,Male,19.1,Balanced,Yoga
31,96.2,171,Other,32.9,Low Calorie,Yoga
41,78.2,171,Female,26.7,Low Carb,Cardio
36,62.1,157,Female,25.2,Low Carb,Yoga
34,97.5,187,Male,27.9,Low Carb,Cardio
47,89.5,200,Other,22.4,Balanced,Cardio
22,80.2,184,Male,23.7,Balanced,Strength Training
45,99.9,150,Other,44.4,Low Calorie,Cardio
37,56.6,152,Male,24.5,Balanced,Cardio
59,52.6,160,Other,20.5,Balanced,Yoga
55,54.9,154,Male,23.1,Balanced,Yoga
62,81.8,170,Female,28.3,Low Carb,Yoga
30,91.0,194,Other,24.2,Balanced,Cardio
21,83.1,159,Male,32.9,Low Calorie,Strength Training
57,58.1,190,Female,16.1,High Protein,Low Impact Exercise
59,73.6,185,Other,21.5,Balanced,Yoga
23,71.9,169,Female,25.2,Low Carb,Strength Training
21,87.9,168,Male,31.1,Low Calorie,Cardio
25,67.5,163,Other,25.4,Low Carb,Cardio
18,78.0,200,Male,19.5,Balanced,Strength Training
20,94.4,178,Female,29.8,Low Carb,Cardio
40,65.4,172,Other,22.1,Balanced,Yoga
26,77.8,155,Other,32.4,Low Calorie,Strength Training
42,79.5,172,Male,26.9,Low Carb,Cardio
47,93.0,172,Other,31.4,Low Calorie,Yoga
30,87.7,168,Female,31.1,Low Calorie,Yoga
43,57.7,150,Female,25.6,Low Carb,Yoga
40,68.4,166,Other,24.8,Balanced,Cardio
49,79.8,184,Female,23.6,Balanced,Cardio
44,84.1,184,Other,24.8,Balanced,Yoga
43,85.3,189,Male,23.9,Balanced,Yoga
53,85.6,184,Female,25.3,Low Carb,Low Impact Exercise
56,85.3,196,Other,22.2,Balanced,Yoga
45,55.2,153,Male,23.6,Balanced,Yoga
29,70.8,174,Female,23.4,Balanced,Cardio
43,91.2,196,Female,23.7,Balanced,Cardio
20,56.4,162,Female,21.5,Balanced,Strength Training
30,89.1,166,Other,32.3,Low Calorie,Cardio
55,89.8,187,Other,25.7,Low Carb,Yoga
59,88.6,154,Female,37.4,Low Calorie,Low Impact Exercise
63,62.3,193,Female,16.7,High Protein,Yoga
49,69.0,157,Other,28.0,Low Carb,Yoga
65,54.5,160,Female,21.3,Balanced,Low Impact Exercise
44,58.9,189,Male,16.5,High Protein,Yoga
23,78.2,157,Female,31.7,Low Calorie,Cardio
62,57.6,196,Male,15.0,High Protein,Yoga
36,87.5,180,Female,27.0,Low Carb,Yoga
40,75.7,178,Female,23.9,Balanced,Yoga
23,94.5,166,Female,34.3,Low Calorie,Strength Training
22,62.8,186,Other,18.2,High Protein,Strength Training
32,56.6,161,Male,21.8,Balanced,Yoga
18,75.5,167,Other,27.1,Low Carb,Cardio
26,92.7,192,Male,25.1,Low Carb,Cardio
18,75.1,196,Female,19.5,Balanced,Strength Training
38,76.4,171,Male,26.1,Low Carb,Yoga
21,67.5,169,Male,23.6,Balanced,Cardio
50,67.5,185,Other,19.7,Balanced,Yoga
50,87.3,156,Female,35.9,Low Calorie,Yoga
39,71.1,199,Male,18.0,High Protein,Cardio
52,87.8,170,Male,30.4,Low Calorie,Low Impact Exercise
45,99.5,156,Female,40.9,Low Calorie,Cardio
22,59.9,188,Female,16.9,High Protein,Strength Training
47,70.0,156,Other,28.8,Low Carb,Yoga
35,74.9,166,Female,27.2,Low Carb,Cardio
31,67.5,167,Female,24.2,Balanced,Cardio
24,58.6,171,Other,20.0,Balanced,Strength Training
64,61.4,162,Female,23.4,Balanced,Yoga
40,60.5,159,Other,23.9,Balanced,Yoga
47,97.9,189,Male,27.4,Low Carb,Yoga
59,54.3,159,Male,21.5,Balanced,Low Impact Exercise
47,92.8,162,Male,35.4,Low Calorie,Cardio
50,80.5,152,Female,34.8,Low Calorie,Yoga
22,99.7,182,Other,30.1,Low Calorie,Strength Training
23,80.4,159,Female,31.8,Low Calorie,Strength Training
53,86.2,168,Other,30.5,Low Calorie,Low Impact Exercise
21,55.2,157,Other,22.4,Balanced,Strength Training
53,93.1,182,Female,28.1,Low Carb,Yoga
33,63.7,176,Male,20.6,Balanced,Yoga
40,76.3,166,Other,27.7,Low Carb,Yoga
48,50.4,163,Female,19.0,Balanced,Yoga
42,86.4,180,Male,26.7,Low Carb,Cardio
56,88.2,150,Male,39.2,Low Calorie,Yoga
61,98.8,166,Female,35.9,Low Calorie,Low Impact Exercise
48,77.0,180,Female,23.8,Balanced,Yoga
60,83.8,155,Female,34.9,Low Calorie,Low Impact Exercise
31,80.4,165,Other,29.5,Low Carb,Cardio
52,87.7,159,Other,34.7,Low Calorie,Low Impact Exercise
45,54.2,156,Female,22.3,Balanced,Cardio
55,52.3,173,Female,17.5,High Protein,Low Impact Exercise
28,69.8,169,Male,24.4,Balanced,Cardio
41,77.4,157,Other,31.4,Low Calorie,Cardio
54,69.6,189,Other,19.5,Balanced,Yoga
57,84.8,151,Male,37.2,Low Calorie,Yoga
40,50.4,193,Female,13.5,High Protein,Cardio
47,77.1,175,Female,25.2,Low Carb,Cardio
52,76.6,153,Male,32.7,Low Calorie,Low Impact Exercise
46,54.3,177,Female,17.3,High Protein,Cardio
20,95.3,158,Other,38.2,Low Calorie,Strength Training
22,90.4,189,Male,25.3,Low Carb,Strength Training
52,83.8,181,Female,25.6,Low Carb,Yoga
60,81.2,173,Male,27.1,Low Carb,Yoga
22,73.2,166,Other,26.6,Low Carb,Cardio
20,85.4,197,Other,22.0,Balanced,Cardio
43,71.3,152,Female,30.9,Low Calorie,Cardio
20,61.8,150,Female,27.5,Low Carb,Strength Training
29,77.7,183,Female,23.2,Balanced,Strength Training
51,73.0,156,Female,30.0,Low Calorie,Low Impact Exercise
26,54.4,197,Male,14.0,High Protein,Cardio
36,50.2,176,Male,16.2,High Protein,Cardio
36,99.0,158,Other,39.7,Low Calorie,Cardio
45,84.2,157,Female,34.2,Low Calorie,Yoga
21,98.6,186,Female,28.5,Low Carb,Strength Training
57,53.9,184,Female,15.9,High Protein,Low Impact Exercise
30,67.4,194,Female,17.9,High Protein,Cardio
43,89.6,171,Male,30.6,Low Calorie,Yoga
50,73.4,189,Female,20.5,Balanced,Yoga
59,59.3,155,Male,24.7,Balanced,Yoga
29,50.5,174,Other,16.7,High Protein,Cardio
22,51.9,158,Female,20.8,Balanced,Cardio
61,67.5,162,Male,25.7,Low Carb,Yoga
43,56.8,173,Female,19.0,Balanced,Cardio
29,99.7,179,Male,31.1,Low Calorie,Cardio
25,55.2,186,Female,16.0,High Protein,Cardio
32,69.3,199,Other,17.5,High Protein,Cardio
63,81.1,173,Female,27.1,Low Carb,Yoga
